OBJECT,MJD,RV,HALPHA_INDEX,ERR_HALPHA_INDEX,S_INDEX,ERR_SINDEX,logRHK_INDEX,ERR_logRHK_INDEX,NAI_INDEX,ERR_NAI_INDEX,SHIFT_BARICENTRO_HALPHA,ERR_SHIFT_BAR_HALPHA,SHIFT_BARICENTRO_K,ERR_SHIFT_BAR_K,SHIFT_BARICENTRO_H,ERR_SHIFT_BAR_H,ERR_SHIFT_BAR_D2,ERR_SHIFT_BAR_D2_2,SHIFT_BARICENTRO_D1_2,ERR_SHIFT_BAR_D1_2,MEAN_SLOPE_HALPHA,SIGMA_SLOPE_HALPHA,MEAN_SLOPE_K,SIGMA_SLOPE_K,MEAN_SLOPE_H,SIGMA_SLOPE_H,MEAN_SLOPE_D2,SIGMA_SLOPE_D2,MEAN_SLOPE_D1,SIGMA_SLOPE_D1,DISK_PRESENCE,STy
HD85512,56747.142,-9.59,-0.037661,8.0E-5,0.014394,0.009348,-5.128304,1.027255,0.159056,0.02238,0.686203,0.058554,-0.148422,0.203778,0.124128,0.205942,1.326506,0.379718,0.279555,0.257311,0.494878,3.532009,0.791417,2.14705,-19.392395,9.911938,16.594244,4.745293,22.54192,8.481998,0,56.0
HD85512,55611.095,-9.58,-0.037444,7.3E-5,0.018531,0.007849,-4.954632,0.681776,0.170602,0.043705,0.63021,0.046582,-0.048149,0.228168,-0.088744,0.148373,0.960296,0.147148,0.122899,0.361394,0.909283,3.481848,-2.673635,3.750026,-100.715043,3.710808,10.502809,4.618684,17.443842,6.244338,0,56.0
HD85512,57100.158,-9.59,-0.037338,6.0E-5,0.01508,0.010347,-5.090114,0.95172,0.178868,0.040256,0.73142,0.048153,0.291262,0.201826,0.060934,0.21857,0.609061,0.158833,0.212522,0.199423,1.957694,3.682481,-16.035434,18.000409,-34.080301,14.574138,8.528241,3.327218,4.042781,5.969741,0,56.0
HD85512,56738.076,-9.59,-0.037399,6.1E-5,0.013047,0.011022,-5.204329,1.252201,0.16451,0.017852,0.751599,0.043842,0.216942,0.257332,-0.220274,0.248411,0.629528,0.277807,0.186599,0.179477,0.700486,3.486341,-6.973977,10.130089,-9.510161,9.409515,14.080654,5.754704,4.830644,3.979485,0,56.0
HD85512,57079.095,-9.58,-0.037246,6.3E-5,0.015396,0.009537,-5.075673,0.933265,0.155594,0.032829,0.72701,0.043137,0.030183,0.190035,-0.154898,0.237342,0.084901,0.4218,0.21512,0.10826,0.023768,3.517524,1.029096,2.35542,-45.974802,9.579195,14.911502,4.220343,20.973497,4.928822,0,56.0
HD85512,57391.286,-9.56,-0.03731,6.1E-5,0.016846,0.006993,-5.012289,0.765815,0.189454,0.025588,0.772565,0.041223,0.117013,0.203642,-0.044117,0.21283,0.108395,0.126503,0.277084,0.615505,1.474384,3.224015,-28.004323,35.122371,-14.044125,35.199832,7.390326,2.709477,4.920375,5.663055,0,56.0
HD85512,56694.336,-9.59,-0.037705,7.1E-5,0.01338,0.00974,-5.17797,1.132738,0.152026,0.034582,0.671842,0.061856,-0.28747,0.238027,-0.088658,0.207664,0.665474,0.219717,0.221717,0.282925,0.43975,3.510907,-1.236118,2.256989,-6.961857,16.582287,3.640092,2.760822,20.311577,10.086785,0,56.0
HD85512,55648.211,-9.59,-0.037689,6.7E-5,0.016426,0.007415,-5.026512,0.793067,0.154385,0.050285,0.664153,0.058628,0.13213,0.166818,-0.238298,0.206492,2.637401,0.30133,0.097313,0.290386,0.849097,3.86407,-16.087401,14.470649,-8.907593,15.603125,10.757043,7.858119,9.141379,3.722949,0,56.0
HD85512,55633.164,-9.58,-0.03779,7.2E-5,0.016047,0.007969,-5.043325,0.832396,0.157381,0.033215,0.734713,0.052259,0.094414,0.198578,-0.166269,0.193692,2.01098,0.285023,0.300832,0.404278,1.408149,3.213319,2.977142,2.800466,-16.542596,19.832005,4.199763,3.774211,31.181381,9.886987,0,56.0
HD85512,56029.041,-9.6,-0.037708,7.0E-5,0.015848,0.009845,-5.051238,0.847385,0.156641,0.031853,0.89593,0.044212,0.110109,0.26461,-0.076599,0.186943,0.605212,0.292616,0.300148,0.096537,1.34018,3.338706,0.726661,6.962409,-77.374271,9.344814,3.462781,1.71085,7.484476,3.165189,0,56.0
HD85512,57033.217,-9.59,-0.037469,5.9E-5,0.014156,0.009175,-5.12924,1.016441,0.151776,0.047046,0.690751,0.043701,0.464479,0.168231,0.005981,0.255729,1.047905,0.329053,0.152367,0.186849,0.223323,3.08086,11.875426,5.010185,-17.291688,12.949899,14.366513,5.59091,6.344221,1.898691,0,56.0
HD85512,55619.122,-9.59,-0.037393,5.8E-5,0.018255,0.008095,-4.96832,0.726085,0.16378,0.038726,0.596768,0.042093,-0.145306,0.204407,-0.437008,0.209641,1.817009,0.318933,0.149986,0.376524,2.614573,3.978529,2.62083,1.963458,-22.164208,14.400615,5.551634,1.862001,7.054135,4.116643,0,56.0
HD85512,57078.253,-9.59,-0.037124,5.5E-5,0.015184,0.011376,-5.098674,0.989157,0.156806,0.045613,0.715885,0.045596,-0.062873,0.218626,0.176444,0.24508,1.545296,0.438131,0.350973,0.221736,0.777232,3.492419,12.12404,31.578062,-2.413718,5.096333,28.185116,7.170427,7.120663,2.045218,0,56.0
HD85512,56387.108,-9.59,-0.03757,7.7E-5,0.015359,0.009168,-5.071634,0.903153,0.153818,0.037618,0.641632,0.056052,0.402368,0.242801,-0.309318,0.235929,0.478203,0.218688,0.200797,0.169682,0.597491,3.227637,1.426229,1.932065,-18.023574,8.80134,20.652743,4.703742,8.552063,6.415494,0,56.0
HD85512,56088.951,-9.6,-0.037747,6.6E-5,0.015196,0.00956,-5.091143,0.941621,0.152382,0.052959,0.747434,0.038969,0.057229,0.26963,-0.056657,0.269051,2.284125,0.313404,0.343694,0.304641,2.061313,2.848486,-37.316434,13.40663,-13.583485,22.737526,2.619093,2.887468,4.95859,2.645295,0,56.0
HD85512,55616.101,-9.59,-0.037568,5.7E-5,0.018057,0.00898,-4.965323,0.707255,0.153532,0.041229,0.672416,0.047289,-0.027317,0.158721,-0.089118,0.239319,0.600866,0.411186,0.134354,0.219863,0.723336,3.481483,20.988733,14.834401,-26.024341,14.876455,7.50259,2.684063,20.517547,12.74395,0,56.0
HD85512,56402.049,-9.59,-0.037666,6.3E-5,0.015272,0.008042,-5.080922,0.904896,0.144383,0.050762,0.747527,0.046016,0.139497,0.221995,-0.06159,0.17373,1.737364,0.447628,0.25275,0.226354,1.506845,3.124615,-4.425941,12.242229,-53.86918,7.794295,24.850904,5.478213,5.137739,4.974836,0,56.0
HD85512,55894.335,-9.59,-0.037643,6.1E-5,0.016706,0.008036,-5.017944,0.771272,0.16325,0.021835,0.642916,0.038756,0.096049,0.207253,-0.154113,0.249891,1.137848,0.202119,0.208851,0.185815,1.571569,3.586203,-4.286389,13.971798,-67.486955,11.191714,32.459635,4.390011,22.728531,4.842135,0,56.0
HD85512,55635.137,-9.58,-0.037614,6.2E-5,0.015964,0.009071,-5.043556,0.837595,0.169338,0.02907,0.685694,0.049668,0.088103,0.208734,-0.304006,0.26221,1.06367,0.293856,0.337587,0.162059,1.809723,3.404749,-5.13507,12.305413,-24.670909,18.226063,1.538334,2.458129,30.503766,8.165763,0,56.0
HD85512,56373.021,-9.59,-0.037546,6.5E-5,0.014445,0.010341,-5.11846,0.992905,0.152229,0.071332,0.657773,0.039076,-0.219345,0.219286,-0.010677,0.225046,0.533689,0.475919,0.255939,0.408705,0.08755,3.469197,10.560041,8.501607,-45.313168,13.024661,5.66181,2.709579,20.427304,10.144255,0,56.0
HD85512,56433.033,-9.59,-0.037622,6.3E-5,0.015204,0.008666,-5.073237,0.882284,0.17897,0.036335,0.69132,0.055339,0.413693,0.218975,-0.126542,0.238981,1.406167,0.343761,0.162699,0.326918,-0.268945,3.46243,-0.433649,7.164013,-28.984706,14.389222,16.86352,9.157992,1.15388,5.704691,0,56.0
HD85512,57114.22,-9.59,-0.037896,7.9E-5,0.015534,0.010009,-5.069016,0.902337,0.159314,0.025836,0.77711,0.058088,0.20191,0.214437,-0.282399,0.253186,0.636021,0.162719,0.205314,0.228517,0.57465,3.666988,17.396141,5.014959,-18.451006,16.074283,3.687412,5.128161,4.959014,4.428317,0,56.0
HD85512,55626.068,-9.59,-0.037919,6.1E-5,0.016883,0.007703,-5.004487,0.750833,0.155076,0.047746,0.685887,0.054811,0.069859,0.240902,-0.148027,0.232379,1.800527,0.318207,0.130989,0.376019,1.546226,3.460681,-86.085828,33.059708,-35.823932,9.8037,19.050067,4.79997,35.855326,6.732369,0,56.0
HD85512,56714.304,-9.58,-0.037183,7.6E-5,0.012392,0.046453,-5.243889,2.774755,0.177283,0.040778,0.614687,0.051432,0.226423,0.909018,0.624728,0.967094,0.67874,0.351881,0.189158,0.255932,4.124933,3.562705,-16.693716,1.694913,-13.895042,2.289172,17.020162,5.150006,-0.669007,4.507267,0,56.0
HD85512,56785.965,-9.6,-0.03773,6.8E-5,0.013037,0.009348,-5.209821,1.243458,0.163512,0.026057,0.669772,0.049542,-0.069376,0.244877,-0.171665,0.195874,0.394363,0.154763,0.19068,0.375701,1.006568,3.561099,-1.681412,6.146734,-27.459458,15.310356,14.622201,4.544501,8.442263,3.540141,0,56.0
HD85512,55647.112,-9.6,-0.037638,7.2E-5,0.016585,0.007285,-5.02239,0.784759,0.155393,0.043842,0.709462,0.056505,0.1539,0.181283,-0.190666,0.202843,0.799114,0.393223,0.32805,0.306814,1.594982,3.352291,43.564877,14.930064,-15.512069,27.274601,13.177965,4.087605,7.792659,2.385625,0,56.0
HD85512,57453.111,-9.56,-0.03747,6.7E-5,0.017173,0.006607,-5.000185,0.740464,0.16601,0.03144,0.739717,0.053882,0.192602,0.20973,-0.112431,0.189072,1.683877,0.22844,0.190873,0.42721,1.064994,3.347893,0.851102,6.731083,-37.005602,14.211961,11.283195,7.085571,11.771429,4.775538,0,56.0
HD85512,55640.17,-9.59,-0.037333,5.8E-5,0.016054,0.009401,-5.050847,0.849946,0.157645,0.038009,0.724266,0.038713,-0.016853,0.251311,0.07691,0.227969,1.431448,0.357628,0.248886,0.313008,0.250879,3.800145,0.84059,5.308749,-35.981191,22.110513,10.195141,5.098755,12.026631,4.408584,0,56.0
HD85512,55645.13,-9.59,-0.037508,6.5E-5,0.016489,0.006947,-5.022537,0.78551,0.144481,0.067688,0.687977,0.044744,0.161723,0.192728,-0.282637,0.173128,3.349588,0.40329,0.176567,0.370609,1.506278,3.5132,-54.713047,24.808763,-13.877909,36.830908,21.352452,7.062885,9.291045,5.294209,0,56.0
HD85512,56310.291,-9.59,-0.037451,5.9E-5,0.014271,0.009699,-5.126066,1.010851,0.171432,0.035158,0.670102,0.039329,-0.075041,0.196504,0.21251,0.248806,1.085263,0.395036,0.069476,0.246944,-0.044738,3.368864,-4.615102,6.470822,-17.41204,27.096525,28.24188,5.53051,18.97954,4.553632,0,56.0
HD85512,55591.251,-9.59,-0.037503,7.0E-5,0.016761,0.008345,-5.006212,0.779841,0.162868,0.01729,0.697126,0.04533,-0.175526,0.238991,-0.240013,0.178269,2.082545,0.411542,0.275367,0.216028,0.012342,3.355874,-3.836796,6.238291,-32.046874,10.642754,11.650069,5.281465,23.789831,3.368532,0,56.0
HD85512,56673.254,-9.59,-0.037457,6.7E-5,0.012146,0.011704,-5.254135,1.374208,0.154417,0.032612,0.694064,0.046944,0.135263,0.241237,-0.304368,0.304657,2.621866,0.485061,0.187719,0.265251,0.878852,3.395256,6.161692,3.973714,-14.595892,3.768468,29.516668,1.708048,7.130261,5.31661,0,56.0
HD85512,55638.148,-9.59,-0.037267,7.0E-5,0.016062,0.009005,-5.045135,0.83627,0.162683,0.021844,0.727646,0.052329,0.085358,0.177743,0.028447,0.226436,0.193901,0.483138,0.359311,0.222099,1.187071,3.389173,-3.532563,4.335224,-33.489535,11.223052,2.337257,2.433915,15.526012,7.573319,0,56.0
HD85512,57055.231,-9.59,-0.037178,5.5E-5,0.014839,0.008433,-5.103018,0.949065,0.1663,0.02229,0.701448,0.043665,0.270327,0.209864,0.02023,0.220982,0.541548,0.256981,-0.01724,0.285314,0.607313,3.488623,7.209956,6.729149,-21.241208,11.115688,9.296143,2.938807,36.828368,6.792242,0,56.0
HD85512,57415.116,-9.56,-0.037159,6.6E-5,0.017641,0.007601,-4.982588,0.719433,0.189826,0.041013,0.718812,0.043243,0.23125,0.244369,-0.065726,0.190013,0.804681,0.39366,0.097656,0.32018,1.038558,3.253697,2.174256,23.610899,-32.796479,24.91816,10.995367,3.150447,13.954124,4.995187,0,56.0
HD85512,56322.337,-9.59,-0.03766,6.5E-5,0.013358,0.009926,-5.187561,1.169325,0.159437,0.044691,0.678826,0.043099,0.410488,0.240466,-0.315062,0.217309,0.60344,0.335202,0.082419,0.11574,0.329064,3.376597,9.254292,8.961674,-37.110174,8.137918,16.199233,3.269427,11.972305,3.346995,0,56.0
HD85512,56099.946,-9.61,-0.037284,6.4E-5,0.01536,0.010756,-5.070978,0.92652,0.137006,0.057065,0.732006,0.05052,0.693009,0.265213,-0.348468,0.186671,4.905028,0.27311,0.129246,0.304877,0.307817,3.67315,-41.334775,6.352949,-5.470831,1.822401,22.23623,5.126348,10.487474,6.520794,0,56.0
HD85512,55726.944,-9.6,-0.038213,6.7E-5,0.01685,0.007332,-5.008832,0.765853,0.136431,0.050847,0.749482,0.046774,0.261573,0.195025,-0.16541,0.157403,1.215161,0.323139,0.276965,0.167886,0.69346,3.608681,-12.639809,21.129861,-29.472631,17.773075,19.70915,7.068352,16.429311,4.674423,0,56.0
HD85512,55243.348,-9.59,-0.037519,6.5E-5,0.0186,0.007453,-4.948193,0.67023,0.161254,0.023972,0.693484,0.046765,0.050382,0.205145,-0.058953,0.18188,1.386698,0.132934,0.214752,0.339496,2.286888,3.507309,-2.893571,6.875019,-150.725384,19.446341,8.454744,3.440694,10.841016,4.379708,0,56.0
HD85512,56697.205,-9.59,-0.037529,5.9E-5,0.013279,0.009789,-5.173279,1.136659,0.160022,0.027249,0.718104,0.046733,0.18179,0.247781,0.116344,0.254683,2.82493,0.156935,0.311967,0.374423,0.351437,3.605098,-0.584736,5.511738,-4.768767,2.238031,22.448077,5.016315,16.076478,5.919936,0,56.0
HD85512,56781.984,-9.59,-0.037408,6.2E-5,0.012865,0.009505,-5.199897,1.185349,0.164626,0.042701,0.660003,0.048002,0.219656,0.199407,-0.204576,0.231006,2.05028,0.249594,0.249169,0.579055,0.551517,3.272934,16.249371,5.307288,-15.442076,14.181013,16.520185,5.648735,0.937495,7.458781,0,56.0
HD85512,56290.343,-9.59,-0.03744,7.3E-5,0.014199,0.00893,-5.122408,0.980362,0.143498,0.028579,0.718343,0.056355,0.107489,0.252055,0.072933,0.246715,2.947086,0.362341,0.249335,0.12723,-0.104852,3.653728,-7.590674,8.436976,-37.433615,12.82294,20.787871,2.901185,3.393145,3.710004,0,56.0
HD85512,56367.303,-9.58,-0.037414,7.4E-5,0.014707,0.008433,-5.116818,0.9758,0.157364,0.025739,0.646997,0.047319,0.130395,0.212948,-0.032139,0.194963,0.261553,0.188079,0.136214,0.373118,0.482345,3.351314,2.054349,2.485109,-14.310131,10.521597,7.098587,5.819368,10.213855,6.41362,0,56.0
HD85512,57039.379,-9.59,-0.037543,7.3E-5,0.014523,0.009349,-5.11414,0.966029,0.166117,0.024838,0.762581,0.052907,-0.088004,0.229993,-0.266597,0.227562,2.916339,0.171179,0.143973,0.304393,1.051313,3.49075,-0.665633,8.639106,-66.610333,8.411539,18.170305,8.030487,13.441567,2.319637,0,56.0
HD85512,56686.388,-9.59,-0.037355,7.4E-5,0.012794,0.014666,-5.207179,1.317096,0.164602,0.027352,0.725146,0.051344,-0.067127,0.321935,0.324681,0.299112,0.164252,0.38229,0.207822,0.107082,0.930944,3.596888,12.190371,12.455253,-26.50064,11.005422,2.218505,1.958908,20.533104,3.541599,0,56.0
HD85512,56011.222,-9.59,-0.037604,7.9E-5,0.015782,0.009308,-5.049636,0.835097,0.154852,0.019843,0.700178,0.058351,-0.121192,0.237837,-0.124616,0.193173,0.606882,0.147701,0.170185,0.241662,0.383644,3.40839,1.584246,2.126356,-47.13953,15.57142,1.838247,6.195275,13.386456,4.236877,0,56.0
HD85512,56783.978,-9.59,-0.037479,5.7E-5,0.012855,0.01034,-5.211913,1.2506,0.171275,0.041781,0.692745,0.047551,-0.041357,0.200151,0.037381,0.239531,0.166109,0.232132,0.270584,0.272889,-0.357108,3.539505,7.002212,4.470892,-15.000239,18.938438,16.204962,5.494415,-0.095369,4.309148,0,56.0
HD85512,57045.208,-9.58,-0.037362,6.1E-5,0.014868,0.00835,-5.09667,0.928519,0.167281,0.039444,0.674305,0.04394,0.057304,0.223857,-0.425739,0.196391,1.890542,0.182243,0.306083,0.266664,0.65748,3.509616,1.483621,1.715775,-4.778897,7.594735,11.147692,1.937512,90.94952,6.794025,0,56.0
HD85512,57050.341,-9.59,-0.037118,7.0E-5,0.015131,0.009553,-5.087595,0.908739,0.154192,0.028737,0.704013,0.056437,0.120203,0.203704,0.116183,0.191814,0.180879,0.223293,0.298434,0.420738,-0.303084,3.385662,-3.760068,12.544047,-37.368779,15.270497,16.906004,3.970517,32.458856,5.275463,0,56.0
HD85512,57390.356,-9.56,-0.037205,6.0E-5,0.01684,0.009219,-5.012325,0.770889,0.159428,0.036994,0.753101,0.045269,0.03019,0.255091,-0.086917,0.221311,3.005228,0.377114,0.124667,0.177991,1.336625,3.369746,-6.82304,23.666258,-15.970603,45.363123,10.427099,2.967746,1.479664,5.341367,0,56.0
HD85512,55637.241,-9.58,-0.036888,6.4E-5,0.015356,0.032805,-5.068608,1.32387,0.15619,0.047925,0.597092,0.041413,0.55746,0.885693,0.266725,0.684337,0.724025,0.344655,0.336372,0.16429,2.734671,4.322092,14.430513,5.560526,6.264933,3.67363,-1.149559,1.964654,9.449675,3.376503,0,56.0
HD85512,56052.965,-9.6,-0.037737,6.9E-5,0.015198,0.009235,-5.082434,0.902116,0.157373,0.052878,0.738629,0.051428,-0.082343,0.251309,-0.103476,0.219213,0.339802,0.213198,0.200782,0.284477,-1.205553,2.902981,-3.186408,6.365544,-26.873353,15.553973,9.372976,5.20499,14.644327,4.365673,0,56.0
HD85512,56000.138,-9.58,-0.037534,6.6E-5,0.015898,0.010941,-5.040414,0.836686,0.160389,0.040554,0.597447,0.050227,0.222132,0.209295,-0.168137,0.29022,0.796643,0.409986,0.202876,0.168967,2.878498,3.106139,-15.597824,14.756003,-15.82246,16.958239,-1.845458,2.22392,13.133262,6.211714,0,56.0
HD85512,57038.38,-9.58,-0.037446,6.8E-5,0.014768,0.00866,-5.104476,0.959882,0.170758,0.039639,0.704314,0.050624,0.132891,0.221499,0.023886,0.27613,0.86858,0.29192,0.029793,0.187962,0.7546,3.563432,53.251905,12.74079,-54.772074,6.464654,6.505941,3.198134,27.445744,8.661464,0,56.0
HD85512,55245.108,-9.59,-0.037592,6.5E-5,0.019033,0.007972,-4.933232,0.646506,0.145788,0.037805,0.707404,0.044728,0.069074,0.187324,0.048885,0.227539,1.303113,0.295916,0.147786,0.308071,2.430732,4.055063,0.946317,6.121512,-59.555523,16.121295,10.19594,5.600441,11.955601,4.677404,0,56.0
HD85512,57077.097,-9.59,-0.037315,6.1E-5,0.015489,0.009348,-5.0702,0.921461,0.166809,0.027958,0.680521,0.045314,-0.057111,0.238822,0.093406,0.231798,2.091654,0.399323,0.253126,0.169742,0.640557,3.620118,6.51503,11.518777,-14.66529,17.719372,10.574446,3.883777,13.913324,4.240705,0,56.0
HD85512,55900.33,-9.6,-0.03765,6.3E-5,0.016603,0.006812,-5.019906,0.787432,0.170376,0.045714,0.646675,0.050736,0.180439,0.220866,-0.05177,0.163574,1.918903,0.351711,0.3019,0.215473,1.552522,3.629381,-5.493151,23.914052,-44.652521,9.193178,11.884924,3.250433,8.471768,3.541709,0,56.0
HD85512,57037.351,-9.59,-0.037393,6.4E-5,0.014205,0.008223,-5.131165,1.021816,0.149573,0.058483,0.705308,0.043466,0.19105,0.199741,-0.353953,0.24723,2.399219,0.110503,0.257102,0.209189,0.077209,3.210064,2.40286,1.89235,-35.09549,5.647499,10.317124,2.426662,7.855396,4.135301,0,56.0
HD85512,57033.351,-9.59,-0.037512,6.1E-5,0.014061,0.008685,-5.13809,1.039004,0.156936,0.039122,0.728067,0.036968,-0.131992,0.201576,-0.277559,0.248553,0.179898,0.599479,0.025505,0.383975,0.444568,3.540397,-2.165275,4.770538,-58.747634,5.443425,23.647381,3.067856,23.118338,4.278421,0,56.0
HD85512,57146.098,-9.59,-0.037482,6.3E-5,0.014459,0.010762,-5.124164,1.04302,0.169178,0.02836,0.724387,0.043369,-0.150859,0.188232,-0.181076,0.210101,0.605125,0.247581,0.191414,0.29877,-0.029736,3.574297,11.993267,17.516656,-1.012793,3.888236,24.666474,4.528137,34.108929,3.000572,0,56.0
HD85512,56696.326,-9.59,-0.037569,6.2E-5,0.013289,0.009182,-5.182713,1.135178,0.166611,0.042033,0.654901,0.042539,-0.068818,0.242726,-0.205037,0.260839,0.236537,0.225025,0.263265,0.233205,0.149241,3.437446,3.773554,3.68135,-9.647476,4.032823,15.11421,4.04267,12.210237,4.73805,0,56.0
HD85512,56361.228,-9.59,-0.037494,6.2E-5,0.014762,0.008454,-5.097192,0.962812,0.166532,0.024689,0.622269,0.045301,0.020031,0.19518,0.075129,0.24182,0.199774,0.356472,0.161586,0.456834,3.159287,3.62844,2.442604,3.94325,-24.733517,5.707024,8.064808,3.845174,8.819234,6.284674,0,56.0
HD85512,55232.332,-9.6,-0.036972,6.7E-5,0.01847,0.009542,-4.935805,0.685811,0.149363,0.035644,0.69918,0.0452,0.307295,0.24743,-0.35333,0.202274,0.262458,0.308081,0.281649,0.306224,1.264869,3.549999,-1.506005,5.568021,-40.573607,14.229101,11.841776,3.575946,46.951052,7.904853,0,56.0
HD85512,55219.261,-9.59,-0.037525,6.7E-5,0.018446,0.007557,-4.952725,0.676752,0.162959,0.05156,0.671699,0.051401,0.026142,0.210128,-0.101574,0.196057,0.762171,0.296056,0.204897,0.21516,1.6902,3.692954,0.375894,6.128246,-11.296736,12.34324,21.325082,5.878016,11.475027,5.376116,0,56.0
HD85512,56004.988,-9.59,-0.037639,7.5E-5,0.015975,0.009571,-5.050808,0.857337,0.15809,0.025419,0.722585,0.05159,-0.022343,0.25308,-0.160234,0.209722,0.178685,0.323294,0.336,0.193544,1.372381,4.676911,-5.349577,23.436462,-105.770836,5.343264,5.894763,3.555869,11.962882,4.697382,0,56.0
HD85512,55245.335,-9.59,-0.037553,6.2E-5,0.018792,0.007704,-4.942031,0.672763,0.147164,0.030787,0.725829,0.042994,3.32E-4,0.168375,-0.210623,0.189765,1.121882,0.246664,0.278713,0.416634,0.909152,4.346611,13.297058,4.793937,-35.908271,16.763134,6.243442,2.637398,0.226149,4.293822,0,56.0
HD85512,55276.12,-9.6,-0.037543,7.0E-5,0.017636,0.007351,-4.98142,0.728276,0.161659,0.038912,0.723202,0.058548,0.153841,0.201717,-0.080083,0.198055,0.45373,0.244134,0.288335,0.335868,1.144531,3.331611,-3.669292,9.507094,-6.530217,5.767405,12.025138,2.83445,29.145168,7.420619,0,56.0
HD85512,55574.359,-9.59,-0.037755,7.1E-5,0.016968,0.009042,-5.005895,0.759442,0.153421,0.048693,0.647951,0.058709,0.04226,0.241546,-0.155747,0.219952,0.837409,0.250371,0.070194,0.159861,0.973307,3.484687,-2.050492,8.334067,-8.374769,10.69858,18.940388,2.731173,12.033243,5.307454,0,56.0
HD85512,56727.275,-9.59,-0.037574,7.8E-5,0.012552,0.012577,-5.228077,1.328506,0.171191,0.053978,0.683413,0.050259,0.124959,0.280079,0.033487,0.28378,0.339694,0.290019,0.264687,0.249901,0.646406,3.494638,1.585301,2.75336,-17.704401,10.660574,8.377364,2.697983,68.580797,7.915959,0,56.0
HD85512,56689.3,-9.59,-0.037273,6.0E-5,0.012797,0.015305,-5.227313,1.423669,0.137498,0.069952,0.687732,0.034075,-0.2765,0.311126,-0.146979,0.28451,0.194759,0.154444,0.114802,0.160084,0.677504,3.314638,6.929985,6.050303,-31.54897,4.112277,9.532357,2.755437,11.78541,3.799615,0,56.0
HD85512,56767.079,-9.59,-0.037568,6.8E-5,0.013344,0.011895,-5.181655,1.171837,0.159567,0.046608,0.72888,0.054579,0.117951,0.279763,0.0351,0.234662,1.786775,0.292952,0.299393,0.517921,0.869787,3.247569,1.788528,3.563132,-15.737894,4.244623,14.185906,6.667379,7.245344,6.631988,0,56.0
HD85512,54530.203,-9.59,-0.036812,6.2E-5,0.022478,0.006096,-4.838108,0.530333,0.17654,0.042449,0.740473,0.041894,0.284058,0.18161,-0.021257,0.147023,2.695067,0.302641,0.413232,0.336357,2.334522,3.552505,-64.592151,103.729277,-51.036907,15.629962,8.117365,5.898003,35.273231,5.671043,0,56.0
HD85512,55235.174,-9.59,-0.037196,6.4E-5,0.01873,0.007383,-4.941909,0.660548,0.151781,0.065469,0.642249,0.039263,0.112505,0.202987,-0.192819,0.178948,0.680855,0.297014,0.341403,0.161017,1.508589,3.387034,-4.739432,9.192963,-33.442489,16.522821,19.147575,5.101933,-0.324959,13.555091,0,56.0
HD85512,56058.063,-9.6,-0.037557,6.3E-5,0.015249,0.007813,-5.075839,0.891612,0.163071,0.043545,0.793522,0.037969,-0.024419,0.197788,0.052706,0.210093,0.507709,0.352828,0.265148,0.107138,-0.466806,2.806434,-3.54603,15.620564,2.687162,10.875595,-2.571343,4.326072,7.653744,3.041491,0,56.0
HD85512,55240.185,-9.59,-0.037122,6.8E-5,0.018606,0.009241,-4.947946,0.675384,0.172381,0.057556,0.714875,0.053291,0.142031,0.282669,-0.00921,0.182166,0.288913,0.156166,0.177396,0.178608,2.583141,3.784404,11.783253,13.850901,-15.600891,24.721903,5.526284,3.716649,15.197052,8.739206,0,56.0
HD85512,57053.379,-9.59,-0.037509,6.8E-5,0.0147,0.010049,-5.109729,0.970796,0.146547,0.051952,0.701844,0.045807,-0.024963,0.290341,-0.148031,0.197674,3.720361,0.194309,0.285895,0.265591,1.003528,3.434402,6.566327,3.891087,-27.841527,10.668885,14.285466,4.461945,22.611902,6.644032,0,56.0
HD85512,55997.058,-9.58,-0.037512,6.9E-5,0.016176,0.010058,-5.038091,0.829788,0.168833,0.03994,0.64677,0.044858,0.448247,0.223062,0.026066,0.227022,0.636402,0.339645,0.0885,0.326864,1.610433,3.277714,17.780523,19.392148,-26.775685,13.677418,2.390657,2.660042,27.820353,6.594985,0,56.0
HD85512,57413.119,-9.56,-0.037173,5.9E-5,0.017726,0.008508,-4.986212,0.727087,0.1748,0.041817,0.734228,0.04474,0.169423,0.184562,-0.006371,0.207434,2.681681,0.23696,0.117494,0.48068,0.75594,3.483035,-13.840763,8.427448,-14.024218,10.321509,4.792664,4.292006,13.70025,4.894777,0,56.0
HD85512,57142.049,-9.6,-0.037903,6.9E-5,0.014367,0.008234,-5.119329,0.959342,0.146974,0.041807,0.783294,0.04961,0.116414,0.25479,-0.153149,0.195552,0.607325,0.154417,0.225358,0.201159,0.91764,3.875598,9.170249,16.357998,-20.039409,22.838382,11.640146,4.952798,38.179475,7.582645,0,56.0
HD85512,54914.111,-9.59,-0.037391,6.8E-5,0.019873,0.008446,-4.905416,0.61599,0.169926,0.02251,0.750533,0.05931,0.036813,0.224045,-0.116446,0.223438,1.56362,0.430938,0.189495,0.128068,0.786579,3.450591,2.538895,4.581615,-30.727185,38.553652,9.686373,4.633513,12.62268,9.881264,0,56.0
