OBJECT,MJD,RV,HALPHA_INDEX,ERR_HALPHA_INDEX,S_INDEX,ERR_SINDEX,logRHK_INDEX,ERR_logRHK_INDEX,NAI_INDEX,ERR_NAI_INDEX,SHIFT_BARICENTRO_HALPHA,ERR_SHIFT_BAR_HALPHA,SHIFT_BARICENTRO_K,ERR_SHIFT_BAR_K,SHIFT_BARICENTRO_H,ERR_SHIFT_BAR_H,ERR_SHIFT_BAR_D2,ERR_SHIFT_BAR_D2_2,SHIFT_BARICENTRO_D1_2,ERR_SHIFT_BAR_D1_2,MEAN_SLOPE_HALPHA,SIGMA_SLOPE_HALPHA,MEAN_SLOPE_K,SIGMA_SLOPE_K,MEAN_SLOPE_H,SIGMA_SLOPE_H,MEAN_SLOPE_D2,SIGMA_SLOPE_D2,MEAN_SLOPE_D1,SIGMA_SLOPE_D1,DISK_PRESENCE,STy
Gl876,56534.17,-1.84,-0.00835,1.2E-4,0.040452,0.048023,-5.32373,1.033255,0.086745,0.029231,1.096325,0.385111,0.619709,0.525963,0.506359,0.630056,0.52845,0.231295,0.11626,0.260652,2.554056,0.236201,210.755207,72.344315,-235.02097,46.132076,-0.767489,0.33474,2.393196,1.232607,0,63.5
Gl876,56591.072,-1.71,-0.010413,1.15E-4,0.028511,0.052298,-5.482899,1.388477,0.075902,0.033176,0.801639,0.302667,0.722943,0.588913,0.515798,0.718471,1.987371,0.243187,-0.074347,0.196541,2.637068,0.328664,-151.01653,46.011648,-5.780795,10.452858,3.165275,0.767074,3.99805,1.555258,0,63.5
Gl876,55755.424,-2.19,-0.010982,1.24E-4,0.036791,0.042101,-5.339076,0.962457,0.077747,0.041867,1.069857,0.308641,0.425692,0.509148,0.29458,0.560261,0.613786,0.389644,-0.082866,0.319874,3.195969,0.30992,34.239945,15.989407,-148.095197,50.939869,1.497807,1.344375,5.683982,1.731356,0,63.5
Gl876,56592.058,-1.72,-0.010266,1.62E-4,0.027502,0.057365,-5.536671,1.598452,0.084856,0.044213,1.501645,0.397679,0.743347,0.760852,0.391165,0.765683,0.119858,0.318857,0.047592,0.311389,1.839059,0.324307,-8.371779,14.765989,-186.377298,17.373548,3.467091,4.098268,7.318506,2.153217,0,63.5
Gl876,55450.217,-2.14,-0.011624,1.55E-4,0.039453,0.044308,-5.335378,1.04719,0.077674,0.026409,1.481803,0.337329,0.707521,0.776292,0.305124,0.592211,0.395374,0.331429,-0.035984,0.374016,3.030526,0.405229,-93.088958,30.44804,-125.526683,37.762292,1.078274,0.10726,3.31371,2.173248,0,63.5
Gl876,56826.383,-1.63,-0.00922,1.3E-4,0.046922,0.041065,-5.235558,0.762155,0.090039,0.039059,1.669594,0.44013,0.493174,0.522695,-0.179296,0.504555,1.895872,0.154129,0.099158,0.51504,2.322246,0.241227,-103.501319,80.523238,-196.528806,40.25114,-0.285679,0.288812,4.181851,2.216553,0,63.5
Gl876,54344.247,-2.03,-0.012321,1.12E-4,0.03938,0.010987,-5.314379,0.736832,0.081066,0.031069,0.963598,0.246434,0.595865,0.170524,0.206277,0.200275,1.744804,0.153836,0.174986,0.327986,2.663296,0.312182,99.44563,72.296501,-235.225788,23.334408,1.124371,0.565301,-0.002538,3.090064,0,63.5
Gl876,56116.349,-2.14,-0.011644,1.22E-4,0.035525,0.063224,-5.384228,1.047023,0.07938,0.038935,1.255228,0.301954,-0.41436,0.707313,0.333201,0.607907,0.338818,0.345831,-0.022495,0.166182,2.20337,0.258685,72.23088,31.517456,-53.48072,21.114185,1.277945,1.139679,5.234208,2.82315,0,63.5
Gl876,54770.176,-1.93,-0.00937,1.11E-4,0.046904,0.044658,-5.226781,0.794882,0.083197,0.02714,2.183931,0.354702,0.814882,0.396696,0.647212,0.671087,0.700179,0.224167,0.189844,0.271812,2.233729,0.223489,94.990046,48.98689,-446.040638,33.045086,1.518052,0.338064,-0.452053,3.261261,0,63.5
Gl876,56172.122,-1.93,-0.011764,1.23E-4,0.034918,0.050572,-5.387403,1.102323,0.087945,0.022956,0.881021,0.259654,0.753897,0.61558,0.205952,0.619225,1.174573,0.267681,0.061517,0.347455,2.573992,0.330984,57.693828,20.106142,-148.80814,41.295271,-0.171614,0.25403,8.994347,2.422483,0,63.5
Gl876,56625.041,-1.86,-0.009629,1.19E-4,0.046112,0.053152,-5.232892,0.839509,0.081146,0.020651,3.041904,0.340929,0.226677,0.653798,0.240447,0.547445,0.591843,0.204064,0.123205,0.165425,3.056045,0.304666,516.319144,213.119503,-126.019721,46.654182,-1.232729,0.391969,8.455423,2.667906,0,63.5
Gl876,56599.071,-2.05,-0.010525,1.52E-4,0.027339,0.054298,-5.532764,1.56237,0.083985,0.025939,0.708781,0.406018,0.303745,0.587882,0.48456,0.673136,0.633947,0.228989,-0.180438,0.225392,2.059784,0.484359,45.491713,22.039461,-51.00093,12.953607,-1.340191,1.689834,6.162383,4.478961,0,63.5
Gl876,56229.117,-1.82,-0.013269,1.53E-4,0.03339,0.049338,-5.430415,1.283563,0.085091,0.029353,1.016792,0.337887,0.026382,0.653308,0.554207,0.536903,2.0653,0.416467,0.010322,0.114236,2.23848,0.23779,40.831216,43.132493,-138.685533,20.84316,1.734118,0.479713,3.242692,2.135587,0,63.5
Gl876,56196.139,-1.88,-0.011578,1.14E-4,0.035758,0.050226,-5.367396,1.108476,0.076098,0.046431,1.095157,0.209607,0.286343,0.576311,0.16952,0.626015,0.656708,0.316454,0.164553,0.528468,2.474303,0.366804,-6.507797,39.695445,-133.547792,83.814348,-1.738168,1.214795,-1.595873,1.198848,0,63.5
Gl876,56586.09,-1.65,-0.010261,1.8E-4,0.028669,0.05614,-5.497735,1.368793,0.089354,0.042817,0.935296,0.445927,0.064895,0.699326,0.467068,0.706015,0.534168,0.341448,-0.13969,0.198615,2.510082,0.430647,159.15326,64.449256,-144.397152,20.328979,1.353139,0.643821,11.314118,5.003586,0,63.5
Gl876,56093.428,-1.73,-0.012728,1.51E-4,0.033859,0.048964,-5.402188,1.095857,0.084206,0.022141,1.109126,0.300914,0.510143,0.596922,0.364853,0.704109,0.157668,0.347716,-0.040186,0.349075,2.798892,0.214211,45.014445,18.858643,-60.035062,13.794479,1.572781,1.358359,0.335759,3.192467,0,63.5
Gl876,56244.028,-2.15,-0.013397,1.17E-4,0.030051,0.047736,-5.482531,1.311871,0.078366,0.022737,1.098168,0.227878,0.847991,0.523562,0.759523,0.633905,0.254562,0.162442,-0.106646,0.312697,1.779218,0.234366,3.743478,37.574494,-120.497382,62.69451,6.246967,0.817072,9.799171,3.709822,0,63.5
Gl876,55488.119,-1.81,-0.013542,1.43E-4,0.033623,0.011956,-5.394125,0.86118,0.07517,0.028725,0.848232,0.277469,0.490633,0.145847,-0.056793,0.222174,0.523475,0.213433,-0.045446,0.325119,2.407901,0.305609,241.71388,75.652563,-167.027167,21.856929,1.115797,2.3055,9.561092,5.054258,0,63.5
Gl876,55374.374,-1.82,-0.012403,1.34E-4,0.033613,0.044484,-5.427166,1.200034,0.082414,0.028682,0.847463,0.263374,0.310819,0.528453,0.676996,0.570656,0.795997,0.377865,-0.031251,0.123503,2.315085,0.402524,49.192132,37.841397,-256.773044,29.748,0.783741,0.299274,3.980656,2.381451,0,63.5
Gl876,55465.204,-1.85,-0.011483,1.35E-4,0.040486,0.053387,-5.304364,0.940284,0.079612,0.016196,1.191303,0.29971,0.343953,0.586375,0.135254,0.678375,0.896807,0.261206,0.179604,0.353711,2.939842,0.262429,-59.228186,44.264182,-143.485339,42.860038,-1.152476,0.493069,9.51474,2.005573,0,63.5
Gl876,56191.096,-1.99,-0.012004,1.19E-4,0.035134,0.054035,-5.378372,1.183331,0.086181,0.027444,1.37338,0.269565,0.830827,0.492446,-0.214146,0.576042,1.375058,0.495193,0.27269,0.380691,2.645849,0.243904,-181.780809,103.170332,-41.721969,15.339772,2.07013,0.707575,9.359782,3.128682,0,63.5
Gl876,53672.005,-2.09,-0.012869,1.24E-4,0.02814,0.012299,-5.481198,1.026214,0.062446,0.09028,0.598011,0.261668,0.229967,0.192896,-0.049337,0.182935,0.814849,0.229765,0.102162,0.608016,2.138859,0.243642,3.509518,16.92823,-62.252822,37.207326,-1.661956,3.334633,7.699403,2.116805,0,63.5
Gl876,55445.092,-2.02,-0.011873,1.44E-4,0.038335,0.055114,-5.333013,1.019319,0.078029,0.019553,1.136661,0.321024,0.121115,0.4864,0.576992,0.677287,0.544132,0.230548,0.359259,0.197434,2.513902,0.369027,-104.362881,60.236875,-89.139777,24.24048,1.006149,1.271793,4.072011,1.836803,0,63.5
Gl876,56202.186,-1.79,-0.011514,1.34E-4,0.033548,0.047266,-5.411324,1.23074,0.085758,0.031077,0.702355,0.282064,1.329191,0.663821,0.4196,0.75232,0.118317,0.34902,0.018453,0.270771,3.054281,0.359885,-19.607497,35.182492,-218.601168,26.065745,-0.226996,0.786558,2.500323,1.234759,0,63.5
Gl876,54422.036,-2.06,-0.010137,1.28E-4,0.040315,0.051224,-5.288614,0.893526,0.074486,0.021712,0.93255,0.292813,0.606008,0.684048,0.456002,0.627679,0.121548,0.240728,-0.223569,0.150598,2.439093,0.415564,-129.268318,22.242455,-314.895457,44.679907,0.096141,0.824863,0.864812,2.098952,0,63.5
Gl876,55835.179,-1.78,-0.011821,1.32E-4,0.034192,0.057553,-5.394551,1.104403,0.075099,0.029064,0.732573,0.33253,0.419972,0.630796,0.062872,0.733212,2.282091,0.137627,-0.038888,0.39232,2.975223,0.377345,-183.367662,60.518168,-81.732696,46.978793,2.073202,0.767838,5.284095,2.154287,0,63.5
Gl876,56871.379,-1.92,-0.00861,1.1E-4,0.038392,0.048443,-5.292333,1.003949,0.081959,0.033285,1.714588,0.306281,-0.012157,0.531601,0.934559,0.508789,0.925508,0.226383,0.35261,0.387578,2.873766,0.447954,173.884261,12.262909,-58.201873,14.059068,3.013211,0.577126,5.617258,4.302389,0,63.5
Gl876,56249.034,-2.05,-0.013684,1.1E-4,0.033604,0.059834,-5.394583,1.112296,0.076995,0.026524,1.376098,0.198464,0.514906,0.472096,0.73239,0.806027,1.109283,0.358563,-0.171432,0.229228,2.203555,0.276096,28.541049,19.979865,-98.679325,85.528187,3.986666,1.413496,9.973161,4.87751,0,63.5
Gl876,53547.359,-2.06,-0.010688,1.55E-4,0.040887,0.013316,-5.287131,0.713449,0.074861,0.033093,1.468739,0.381192,0.265901,0.169451,1.004698,0.241384,0.548998,0.241416,-0.199964,0.226581,2.326018,0.26107,-186.702667,161.329875,-78.571185,48.91855,0.761726,0.28884,6.846427,1.885793,0,63.5
Gl876,56474.413,-1.88,-0.010404,1.24E-4,0.033935,0.042239,-5.406326,1.115836,0.081598,0.039578,0.701613,0.320393,0.526156,0.473038,-0.03983,0.780793,0.247723,0.164893,0.20549,0.505588,2.321327,0.311705,-5.753227,18.42142,-67.619276,38.210974,2.481924,1.663512,5.326829,1.425821,0,63.5
Gl876,57584.361,-1.96,-0.009307,9.6E-5,0.033918,0.049057,-5.419097,1.129515,0.083749,0.043555,0.986752,0.293026,0.585235,0.845232,0.177133,0.654081,1.366152,0.425448,0.328898,0.28153,2.136332,0.263901,108.159755,76.826266,-305.375188,59.655356,0.778733,0.541095,3.561081,6.477456,0,63.5
Gl876,54392.115,-1.82,-0.011879,1.56E-4,0.032863,0.013825,-5.384753,0.848176,0.079456,0.030501,0.718492,0.331476,0.680642,0.227853,-0.094901,0.207226,0.15246,0.291153,0.01612,0.420403,2.552878,0.376499,11.000379,43.925473,-77.964613,47.367241,3.621045,1.403147,3.481351,2.131463,0,63.5
Gl876,53543.363,-1.91,-0.011192,1.24E-4,0.040169,0.014197,-5.290153,0.713705,0.074289,0.026868,1.206655,0.31243,0.347104,0.226901,-0.094234,0.204127,0.905587,0.352455,0.376496,0.309718,2.67333,0.279424,106.987324,153.51133,-101.66684,50.669546,1.056421,2.148019,0.949018,1.536358,0,63.5
Gl876,56231.111,-1.88,-0.013235,1.48E-4,0.034985,0.047242,-5.37752,1.078111,0.086405,0.037595,0.759916,0.287297,0.703479,0.602401,0.448375,0.59298,0.50948,0.343198,0.233547,0.278439,1.79548,0.261525,63.919324,58.350251,-57.702417,68.13475,-6.615888,1.968182,5.658469,4.4249,0,63.5
Gl876,53542.262,-1.84,-0.011521,1.6E-4,0.037401,0.061567,-5.352324,1.10479,0.072857,0.048334,1.030075,0.390783,-0.307439,0.644814,0.25208,0.722068,0.80321,0.446958,0.235337,0.459288,1.943414,0.258351,-6.027793,18.435864,-98.223618,52.136712,-1.282754,0.547802,7.580732,1.469433,0,63.5
Gl876,56167.176,-1.79,-0.01381,1.39E-4,0.031903,0.054544,-5.439907,1.308673,0.076385,0.018366,0.667692,0.275989,0.219393,0.702648,0.774273,0.771755,1.005246,0.23891,0.061063,0.114226,2.954314,0.394948,58.417741,45.042027,-130.500474,28.099702,-0.176402,0.559844,4.33279,2.329312,0,63.5
Gl876,54228.387,-2.0,-0.011766,1.38E-4,0.038306,0.042184,-5.299385,0.870474,0.077389,0.016176,0.268386,0.336092,0.09676,0.593041,0.370238,0.649327,0.856556,0.350135,0.359136,0.204725,2.333433,0.270396,47.986678,27.280436,-88.607311,40.986536,1.562991,1.163113,6.128257,3.193838,0,63.5
Gl876,56192.122,-1.98,-0.011696,1.52E-4,0.035601,0.044127,-5.356459,1.039004,0.090216,0.032016,0.833063,0.354534,0.145169,0.57622,0.370822,0.651303,2.1721,0.369319,0.160711,0.230058,2.736151,0.362771,29.909783,55.989536,-151.291992,49.613097,6.739946,2.977759,11.363491,2.052663,0,63.5
Gl876,56531.166,-1.74,-0.009438,1.34E-4,0.042182,0.045301,-5.281917,0.959232,0.085573,0.032841,1.399641,0.359919,-0.066146,0.562532,0.957288,0.549534,0.273603,0.288934,-0.016686,0.209105,2.454336,0.235951,-27.762328,51.274041,-104.723788,23.607666,-1.112656,0.175324,-2.531275,2.701815,0,63.5
Gl876,56200.182,-1.8,-0.010679,1.23E-4,0.034795,0.051319,-5.394393,1.099176,0.08092,0.045773,0.400439,0.308535,0.746634,0.560672,-0.219272,0.706417,1.245723,0.33371,0.07814,0.631682,2.593469,0.325835,25.600345,23.270355,-94.060166,33.524312,0.939629,0.870463,10.366578,1.957518,0,63.5
Gl876,56473.42,-1.84,-0.011723,1.37E-4,0.032405,0.05407,-5.429849,1.404243,0.0855,0.04439,0.742221,0.319309,0.776486,0.586703,0.684435,0.719791,0.150777,0.522855,0.168855,0.164092,2.452063,0.364091,-13.882924,101.183713,-52.086854,27.97186,-0.01027,1.064164,9.166377,2.815055,0,63.5
Gl876,56258.02,-1.84,-0.011232,1.09E-4,0.036695,0.048812,-5.356488,0.976039,0.07502,0.030961,1.213482,0.289874,0.646795,0.658431,0.231806,0.634445,0.203924,0.271039,0.345932,0.571249,2.777965,0.311293,249.523747,57.796012,-142.720538,43.169194,-0.017406,0.688851,6.334271,1.831668,0,63.5
Gl876,55372.375,-1.81,-0.010635,1.42E-4,0.037223,0.047876,-5.345029,1.11325,0.08164,0.029071,0.720367,0.384006,-0.373816,0.530709,-0.04671,0.578553,1.509618,0.26392,-0.087361,0.202384,3.48919,0.360851,18.885981,26.24803,-28.084991,39.789808,1.249987,0.671885,5.434456,1.847521,0,63.5
Gl876,56472.384,-1.79,-0.003504,1.5E-4,0.051873,0.043326,-5.171292,0.704023,0.086839,0.027915,3.032665,1.117939,0.445906,0.532516,0.491634,0.527634,3.080327,0.335557,0.047158,0.452096,2.36845,0.215145,-135.90545,29.294653,-241.310057,38.77118,-0.515476,0.630224,14.78541,3.501963,0,63.5
Gl876,56080.37,-1.76,-0.012036,1.24E-4,0.037131,0.046594,-5.366713,1.082726,0.087846,0.034145,1.509517,0.295483,1.085806,0.61132,-0.089703,0.604815,0.891887,0.25567,-0.098302,0.341887,2.411881,0.335789,37.112803,25.48576,-198.438953,39.146993,0.975383,0.680326,10.780868,3.073582,0,63.5
Gl876,56081.397,-1.77,-0.012368,1.23E-4,0.037015,0.05534,-5.367084,1.06221,0.08353,0.030644,1.144016,0.258202,-0.045416,0.668767,0.090827,0.496647,0.961311,0.327144,-0.045828,0.322887,2.352338,0.317251,295.485929,88.563616,-177.693245,33.073627,1.90358,1.049006,0.815253,0.507462,0,63.5
Gl876,53542.431,-1.86,-0.011392,1.17E-4,0.037922,0.05142,-5.35435,1.060561,0.083528,0.028706,0.894913,0.266631,1.046782,0.513457,0.335169,0.641617,0.237739,0.488722,0.191544,0.223889,3.81565,0.376372,141.897559,99.985413,-160.891562,77.5026,4.600781,1.396542,-0.853562,6.766071,0,63.5
Gl832,57965.258,12.8,-0.021376,7.8E-5,0.027047,0.038121,-5.377358,1.225929,0.119449,0.046226,-0.429657,0.091264,0.206818,0.50064,-0.399443,0.567548,0.161681,0.388266,0.112691,0.19734,-0.77874,2.160386,-4.097116,10.654944,-56.233984,77.529495,-1.793072,2.99903,11.914056,2.978857,0,62.5
Gl832,55122.144,12.8,-0.020976,8.6E-5,0.036006,0.007122,-5.211122,0.687991,0.127664,0.012906,0.062054,0.10626,0.300729,0.113065,0.213145,0.136343,0.956114,0.286049,0.182352,0.135437,5.909059,3.430491,-74.797298,40.66809,-194.265877,35.10625,10.430886,4.790397,3.4544,2.927455,0,62.5
Gl832,57969.212,12.8,-0.021204,6.9E-5,0.026113,0.039215,-5.408708,1.222141,0.124017,0.037691,-0.487222,0.087485,-0.051206,0.707203,0.040353,0.524614,0.791663,0.246143,0.259952,0.250918,-3.504333,2.853597,-45.769304,38.483434,-158.730278,17.501298,4.480309,2.722324,4.073494,3.328177,0,62.5
Gl832,54295.321,12.78,-0.021598,6.9E-5,0.031806,0.006804,-5.285495,0.791661,0.113971,0.024857,-0.338261,0.079589,0.172824,0.094636,0.047087,0.136173,0.465502,0.208192,0.240632,0.311935,-0.556031,2.043547,-18.716378,127.161605,-235.30811,38.215803,-1.064498,2.763862,8.659529,2.884536,0,62.5
Gl832,58260.279,12.81,-0.019453,6.5E-5,0.024936,0.00853,-5.442264,1.092117,0.110309,0.048991,-0.549198,0.091055,0.338738,0.117253,-0.023933,0.151822,0.405065,0.194684,0.056196,0.197184,-1.88115,2.117295,-139.255457,73.079621,-130.266961,21.361533,7.184738,1.595277,11.388703,6.690704,0,62.5
Gl832,57967.156,12.8,-0.021699,6.7E-5,0.026639,0.045851,-5.384504,1.254363,0.130152,0.027503,-0.409455,0.074477,0.90417,0.789721,0.031864,0.531157,1.884463,0.359535,0.264531,0.149588,-2.216527,2.437597,30.102649,11.362089,-82.148426,28.216997,2.327075,2.313378,4.346997,8.189625,0,62.5
Gl832,54453.033,12.8,-0.022141,7.4E-5,0.034883,0.006919,-5.231568,0.711399,0.118993,0.033334,1.745884,0.092205,0.492868,0.108338,0.114514,0.1332,2.136522,0.151973,0.122953,0.456013,-0.289156,1.478502,12.414418,31.909373,-201.185931,90.887572,3.321141,1.828341,5.413311,2.342138,0,62.5
Gl832,58313.162,12.81,-0.02071,5.1E-5,0.026131,0.006303,-5.410532,1.015484,0.11985,0.022734,-0.315299,0.0586,0.439638,0.116934,-0.076188,0.144496,3.038339,0.353708,0.266851,0.190444,-1.236599,2.032174,-280.687251,107.079535,-198.512453,23.143521,10.79769,3.706638,15.15384,3.231317,0,62.5
Gl832,57957.417,12.8,-0.02129,7.0E-5,0.027233,0.036082,-5.393339,1.235612,0.122818,0.027849,-0.396162,0.075494,-0.09793,0.475405,0.370664,0.721587,0.414815,0.101218,0.414307,0.56742,1.97601,0.923641,-35.027298,35.13404,-22.065726,37.32928,3.104558,2.784621,12.808874,3.686691,0,62.5
Gl832,58019.087,12.8,-0.020789,5.2E-5,0.028981,0.007912,-5.344571,0.891951,0.122474,0.034552,-0.085422,0.064267,0.392792,0.116103,0.084418,0.130636,2.555629,0.246674,0.167635,0.239032,-3.776129,2.627196,-59.57819,135.998265,-70.878897,81.317373,12.405718,3.363518,24.92466,6.51492,0,62.5
Gl832,58257.316,12.81,-0.019721,6.4E-5,0.023696,0.010845,-5.482591,1.199429,0.137634,0.029012,-0.510048,0.087756,0.200046,0.187236,0.067406,0.190998,1.60434,0.477774,0.300455,0.652393,-0.275052,2.098476,-91.048275,33.835757,-78.232356,22.049768,3.384027,3.869935,1.435647,6.727592,0,62.5
Gl832,58012.202,12.8,-0.021383,5.0E-5,0.028139,0.031819,-5.366072,1.084594,0.122108,0.026069,-0.276034,0.0695,0.681816,0.565924,0.262772,0.551206,2.202495,0.327298,0.21644,0.131853,-3.154666,2.621303,-11.687139,27.206023,-186.58474,29.605588,13.320915,3.443797,8.929669,5.714194,0,62.5
Gl832,54639.407,12.79,-0.020481,6.9E-5,0.029309,0.007671,-5.336646,0.878683,0.121978,0.035583,-0.393211,0.091629,0.44793,0.120213,0.150783,0.127114,0.844588,0.276867,0.244166,0.300623,1.336137,1.172957,87.311296,71.482759,-80.714784,22.478398,1.47645,2.579639,25.39675,4.68086,0,62.5
Gl832,58259.307,12.81,-0.019728,6.0E-5,0.024399,0.007917,-5.45848,1.126616,0.115402,0.043949,-0.530596,0.082759,0.272338,0.111929,0.11181,0.18291,0.29216,0.399383,0.186431,0.37956,0.467723,1.518834,34.984507,36.209418,-79.169036,32.440258,9.862636,2.072103,0.132219,4.866636,0,62.5
Gl832,54339.139,12.78,-0.0211,6.6E-5,0.037533,0.007067,-5.190652,0.663094,0.13853,0.029404,-0.238506,0.07027,0.2983,0.103656,0.170643,0.113547,0.260585,0.227786,0.101805,0.335452,4.569976,1.4697,-218.13049,211.516828,-148.599627,80.32763,1.597682,2.133125,28.963659,3.739109,0,62.5
Gl832,54420.014,12.78,-0.016471,6.9E-5,0.049107,0.005239,-5.050338,0.517991,0.131581,0.01693,0.164717,0.117179,0.504615,0.064605,0.250036,0.099633,0.466245,0.249336,0.059309,0.403755,0.513458,1.642159,-385.333621,75.253101,-100.749253,82.903432,14.296837,4.191373,21.641212,4.606102,0,62.5
Gl832,58310.371,12.81,-0.019919,6.1E-5,0.026281,0.008202,-5.404488,1.006335,0.114876,0.042705,-0.393167,0.074479,0.07015,0.109109,0.030901,0.163613,2.470926,0.194864,0.152569,0.285293,-1.787985,1.624205,-229.454235,49.270242,-95.797016,27.373177,1.33362,5.500895,12.666997,9.302798,0,62.5
Gl832,53974.126,12.77,-0.019686,8.5E-5,0.02703,0.008127,-5.388762,0.978607,0.118331,0.057269,-0.375129,0.115955,0.040975,0.146309,-0.0033,0.128595,2.45344,0.166868,0.248115,0.108634,-2.605808,1.776526,-156.842261,102.352836,-219.116358,15.111676,-8.85176,5.447822,-4.019993,7.975064,0,62.5
Gl832,54293.273,12.78,-0.021167,6.7E-5,0.030177,0.006918,-5.313125,0.833424,0.120588,0.023014,-0.365352,0.091672,0.422748,0.100508,-0.005594,0.120917,1.033091,0.337484,0.302658,0.246258,-1.263549,1.970271,49.259405,128.518558,-91.500875,54.317917,-0.206183,2.495076,7.970901,4.555657,0,62.5
Gl832,57683.113,12.79,-0.020855,6.8E-5,0.025415,0.039993,-5.445564,1.378426,0.121375,0.046423,0.152388,0.081905,-0.364019,0.624028,-0.091781,0.507064,0.33778,0.277733,0.153357,0.263624,-0.574213,1.678645,-18.850773,15.522564,-165.742618,25.331322,-2.23016,3.39164,3.553015,2.266285,0,62.5
Gl832,53577.282,12.77,-0.02083,7.1E-5,0.025743,0.006779,-5.413695,1.024783,0.116917,0.036699,-0.379702,0.082978,0.41356,0.134985,0.020138,0.124051,0.027066,0.30242,0.241952,0.10963,-3.156416,2.207869,79.772236,99.411339,-117.585126,38.914323,11.536764,2.930419,14.095493,12.101237,0,62.5
Gl832,58274.279,12.81,-0.019577,6.9E-5,0.026851,0.008559,-5.397195,0.994335,0.114171,0.059352,-0.437794,0.088092,0.491425,0.137329,0.195389,0.147525,1.437121,0.301032,0.145567,0.183205,-0.765866,1.961335,-233.083292,126.88138,-87.947778,28.673155,13.829066,2.487944,10.864885,5.953246,0,62.5
Gl832,54658.367,12.79,-0.020976,7.0E-5,0.032788,0.029294,-5.261186,0.913079,0.119519,0.029603,-0.438598,0.082021,0.634275,0.545235,0.382548,0.485245,0.837631,0.295453,0.198576,0.229876,-2.03331,2.221839,-80.767283,52.89066,-146.394879,29.948557,2.977202,1.949317,1.345308,3.808269,0,62.5
Gl832,54319.294,12.78,-0.020855,8.5E-5,0.029967,0.007955,-5.317084,0.843879,0.114856,0.04817,-0.336363,0.111648,0.104878,0.130815,0.373852,0.167238,0.257877,0.440845,0.246954,0.230912,-0.936785,2.689558,-61.311328,81.649166,-84.041901,53.379242,-0.443956,2.563973,11.035297,2.620605,0,62.5
Gl832,55041.205,12.8,-0.020706,6.2E-5,0.033967,0.007179,-5.251988,0.741392,0.115458,0.046931,-0.295522,0.083772,0.402614,0.099264,0.102387,0.100146,0.374527,0.282247,0.207956,0.27066,-1.536201,1.834308,-63.225572,54.596665,-287.672909,25.476729,3.724779,2.33905,14.707182,2.378479,0,62.5
Gl832,53551.344,12.77,-0.018126,7.9E-5,0.032672,0.00736,-5.26973,0.771517,0.112164,0.030676,-0.251457,0.109935,0.281647,0.107072,-0.052605,0.128093,0.284193,0.464659,0.262066,0.282869,0.785275,1.282915,122.631311,60.541131,-154.172494,35.309029,-2.746192,4.574235,27.700473,3.974478,0,62.5
Gl832,58081.006,12.78,-0.020529,6.0E-5,0.02419,0.007998,-5.47706,1.1796,0.126606,0.026681,-0.069545,0.068572,0.311695,0.141352,0.011045,0.172505,3.142276,0.236271,0.220821,0.377892,0.01294,1.404487,-54.769002,28.079427,-142.345651,45.674325,1.004818,2.263604,19.999626,5.641228,0,62.5
Gl832,58272.3,12.81,-0.019756,6.6E-5,0.027076,0.006681,-5.381524,0.960447,0.128692,0.027764,-0.469506,0.090222,0.433942,0.123136,-0.059411,0.13444,0.433241,0.375001,0.218953,0.483612,-2.400382,2.105313,100.969301,103.975127,-178.806735,22.918956,6.712579,3.039014,10.932298,5.524261,0,62.5
Gl832,55392.275,12.8,-0.021923,6.9E-5,0.032985,0.00717,-5.268444,0.769475,0.117151,0.016743,-0.32424,0.090283,0.176257,0.123516,-0.055354,0.119064,0.778634,0.101652,0.103897,0.353071,0.691557,2.411063,125.528041,41.146209,-114.622005,27.547518,2.741792,2.508718,18.32295,3.049613,0,62.5
Gl832,58292.237,12.81,-0.020369,6.0E-5,0.024089,0.008962,-5.467684,1.15275,0.110288,0.036308,-0.236417,0.070384,0.421188,0.152371,0.102565,0.186353,0.207677,0.160155,0.143666,0.146788,-1.493341,1.944591,19.318929,17.182109,-108.775382,39.517131,-0.888982,3.520914,8.135658,5.766038,0,62.5
Gl832,53575.226,12.77,-0.020801,8.3E-5,0.027119,0.00715,-5.378452,0.950704,0.12622,0.029986,-0.469956,0.111133,0.287497,0.146169,0.112363,0.116471,0.437228,0.354614,0.39033,0.192551,-2.062217,2.171258,63.491041,21.502288,-144.919902,39.299017,8.661501,3.286644,8.50019,8.361488,0,62.5
Gl832,57951.309,12.8,-0.020777,7.5E-5,0.029408,0.033652,-5.337641,1.027977,0.138501,0.055042,-0.4685,0.084907,0.463549,0.625376,-0.659845,0.428568,0.48813,0.318725,0.198013,0.191302,-1.593987,1.925984,-40.000451,26.244798,-98.268148,23.565463,-0.388635,2.13312,28.973168,4.021513,0,62.5
Gl832,58273.412,12.81,-0.020268,7.8E-5,0.026482,0.010573,-5.40775,1.022636,0.131106,0.023907,-0.408023,0.087204,0.363963,0.144849,0.158792,0.161141,2.674691,0.36273,0.201837,0.255917,-2.295984,2.262262,-191.208947,45.329684,-57.236313,54.169901,10.055464,3.919623,16.684396,4.117403,0,62.5
